,logFC,AveExpr,t,P.Value,adj.P.Val,B
84340,0.733939052,-0.098001898,5.685991995,6.21E-08,2.26E-07,7.273725533
55203,0.733866836,-0.045430481,5.405764664,2.37E-07,7.94E-07,5.971828637
7216,0.733709615,-0.094257018,6.128901523,6.91E-09,2.84E-08,9.417710037
4190,0.733693397,-0.091723114,6.108500722,7.66E-09,3.13E-08,9.316750777
94032,0.733449217,-0.085701498,9.42452797,5.56E-17,5.75E-16,27.79015052
90378,0.73324391,-0.071631038,9.441449975,5.02E-17,5.22E-16,27.89203176
400916,0.733058207,-0.072203633,4.269870441,3.38E-05,8.33E-05,1.18618301
3174,0.733005981,-0.060517613,6.473829965,1.17E-09,5.30E-09,11.15504015
552889,0.732989252,-0.087916026,6.351593134,2.21E-09,9.68E-09,10.53292783
7518,0.732942119,-0.016546672,5.611530905,8.90E-08,3.18E-07,6.923508405
80759,0.732465912,-0.048970916,6.860641439,1.51E-10,7.57E-10,13.16751971
79441,0.732348117,-0.013342881,5.267607464,4.51E-07,1.46E-06,5.346508808
144097,0.732200525,-0.075170118,7.385708467,8.48E-12,4.86E-11,15.99691227
124995,0.731975507,-0.060199705,7.17869702,2.67E-11,1.45E-10,14.86880997
64838,0.731787203,-0.02746769,6.425618439,1.51E-09,6.72E-09,10.90884896
60436,0.731351163,-0.07530339,5.207209701,5.95E-07,1.90E-06,5.076683008
26750,0.7307981,-0.041732234,4.987817271,1.61E-06,4.85E-06,4.115190048
3800,0.7305306,-0.105163401,3.520211069,0.000565046,0.001136638,-1.481202995
3914,0.730438717,0.124848932,2.305939178,0.022427092,0.033521134,-4.839376278
1345,0.730030822,-0.044064088,8.891057572,1.39E-15,1.22E-14,24.60580429
124808,0.729996377,-0.02639059,5.568371734,1.09E-07,3.87E-07,6.721917848
84733,0.729820507,-0.091538039,8.717707904,3.90E-15,3.26E-14,23.58372111
116461,0.729795072,-0.052014438,6.205274992,4.68E-09,1.97E-08,9.79748398
147381,0.729565602,-0.104005156,4.290487079,3.11E-05,7.72E-05,1.265392966
81567 /// 100526836,0.728987802,0.020799958,3.980687195,0.000104926,0.000239406,0.107384101
51639,0.728940274,-0.057858717,10.89953936,6.18E-21,9.77E-20,36.81914475
8668,0.728759882,-0.046354359,7.031797814,5.96E-11,3.13E-10,14.07807512
133619,0.728538536,0.00097292,6.751565135,2.70E-10,1.32E-09,12.59350224
81786,0.728308114,-0.055724604,4.667290094,6.52E-06,1.80E-05,2.765046182
100505938,0.728292716,-0.05276171,3.971590709,0.000108631,0.000247345,0.074442741
6608,0.728222552,-0.068844584,7.627606946,2.18E-12,1.34E-11,17.33445717
79814,0.728156339,-0.056847203,9.005282834,7.00E-16,6.36E-15,25.28286801
219988,0.728050626,-0.024714657,5.54892941,1.20E-07,4.21E-07,6.63144492
54576 /// 54579 /// 54600 /// 54658 /// 54659,0.727405039,-0.075659859,4.509486783,1.27E-05,3.34E-05,2.125165717
100506963,0.726940032,-0.080722031,4.970522386,1.74E-06,5.22E-06,4.040661454
4363,0.726939808,-0.042486832,3.846857442,0.000173821,0.000382946,-0.371016217
54800,0.726876098,-0.055942274,4.538242863,1.12E-05,2.99E-05,2.240516521
3755,0.726854228,-0.086231839,6.9537793,9.11E-11,4.69E-10,13.66155074
6894,0.726624274,-0.061959533,6.059789545,9.79E-09,3.96E-08,9.076526735
55320,0.726536573,-0.020778908,6.126428323,6.99E-09,2.87E-08,9.405459722
55270,0.726385942,-0.055930032,5.328286856,3.40E-07,1.12E-06,5.619774688
126306,0.726272485,-0.041345204,4.520075001,1.21E-05,3.21E-05,2.167573308
4745,0.725445958,-0.086842756,4.990710774,1.59E-06,4.79E-06,4.127677303
283254,0.725030563,-0.049009085,8.354073845,3.33E-14,2.54E-13,21.46281838
55324,0.725028871,-0.04849782,6.49701737,1.04E-09,4.71E-09,11.27382363
54664,0.725013671,0.016592673,6.532565183,8.61E-10,3.96E-09,11.45639837
4188,0.725002096,-0.044237851,5.822215588,3.19E-08,1.21E-07,7.922221512
79810,0.72489567,-0.045575078,6.493333752,1.06E-09,4.80E-09,11.25493705
100506649,0.724830607,-0.078570179,5.55092844,1.19E-07,4.17E-07,6.640737441
83715,0.724486039,-0.052167057,7.18708174,2.55E-11,1.39E-10,14.91419321
8715,0.724394345,-0.116250758,3.752247617,0.000246487,0.000528352,-0.701049873
5099,0.723990108,-0.013057679,4.204608392,4.39E-05,0.000106501,0.937437763
79174,0.723967567,0.007527311,5.287010594,4.12E-07,1.34E-06,5.433652999
3205 /// 442920 /// 100534589,0.723686022,-0.103214811,3.415930342,0.00080999,0.00158329,-1.818000165
699,0.723638902,-0.088402548,11.39583139,2.76E-22,4.98E-21,39.9038358
6508,0.723373443,-0.114490576,6.151786559,6.15E-09,2.55E-08,9.531207892
56288,0.723300495,-0.054225957,5.477410599,1.69E-07,5.78E-07,6.300470777
2079,0.723192506,-0.073094264,7.863369921,5.71E-13,3.76E-12,18.65681909
4720,0.722991845,-0.048130586,8.309787521,4.31E-14,3.26E-13,21.20680971
784,0.722893157,-0.036592358,4.648379487,7.06E-06,1.94E-05,2.687483878
22802,0.72269661,-0.02873079,3.539389576,0.000528379,0.001069417,-1.418320259
100289094,0.722375439,-0.055718063,5.563857729,1.12E-07,3.94E-07,6.700893516
10650,0.722149863,-0.082263304,7.45343207,5.81E-12,3.41E-11,16.36933668
51575,0.722084544,-0.088578439,4.508894401,1.27E-05,3.35E-05,2.122795387
29894 /// 100126351 /// 100302196 /// 102466749,0.72187405,-0.055825043,5.384971522,2.61E-07,8.71E-07,5.877003228
284266,0.721477628,-0.135231716,4.602431509,8.58E-06,2.33E-05,2.500021661
3842,0.721371533,-0.052450766,8.164875646,1.00E-13,7.26E-13,20.37281569
8573,0.721302067,-0.078911698,8.021488493,2.30E-13,1.59E-12,19.55339811
1611,0.720760143,-0.024076305,5.951239774,1.69E-08,6.61E-08,8.545506212
790952 /// 100616234,0.720746646,-0.076009562,2.839433235,0.005120125,0.008694754,-3.519174127
440335,0.720615713,0.001875653,3.177360167,0.001791111,0.003296686,-2.555475664
84804,0.72052535,-0.048590969,7.681530708,1.61E-12,1.01E-11,17.6353244
682,0.720472165,-0.069032651,3.773165335,0.000228293,0.000492149,-0.628669589
8500,0.720297396,-0.083333356,5.449221985,1.93E-07,6.55E-07,6.170817574
10712,0.720086275,-0.069952752,10.83945454,8.99E-21,1.39E-19,36.44680581
90522,0.720054845,-0.034772932,7.819623232,7.33E-13,4.77E-12,18.41011228
56886,0.719915488,-0.008741943,10.37703,1.60E-19,2.18E-18,33.59166236
163071,0.719822929,-0.044473255,4.616427277,8.09E-06,2.20E-05,2.556973033
27102,0.719803005,-0.030174922,6.131002006,6.83E-09,2.81E-08,9.428116578
55110,0.719765519,-0.053803834,7.7358205,1.18E-12,7.49E-12,17.93919507
6598,0.719674636,-0.061858362,8.522337322,1.24E-14,9.86E-14,22.44015112
375513 /// 728411 /// 100996497,0.719543112,-0.070944184,4.268304045,3.40E-05,8.38E-05,1.180177174
339344,0.719393699,-0.060509236,6.123213607,7.11E-09,2.92E-08,9.38954103
80218,0.719308215,-0.05593776,6.450932914,1.32E-09,5.94E-09,11.03798417
5713,0.717747205,-0.046031424,8.630810069,6.52E-15,5.31E-14,23.07395081
23512,0.717737612,-0.089449338,9.133447921,3.24E-16,3.07E-15,26.04576876
28960,0.717426889,-0.01583836,5.708291796,5.57E-08,2.04E-07,7.379199727
7295,0.71734514,-0.011188088,4.145034842,5.55E-05,0.000132653,0.713040715
64318,0.71700354,-0.032723409,5.725112741,5.14E-08,1.89E-07,7.458938446
55785,0.716861045,-0.009679872,4.822751118,3.33E-06,9.59E-06,3.411603776
84131,0.716774449,-0.070098909,5.623625431,8.40E-08,3.01E-07,6.980185708
26292 /// 81025 /// 100527950,0.716745928,-0.050910056,10.01441958,1.50E-18,1.85E-17,31.36848372
57623,0.716604211,-0.03363909,7.042717866,5.62E-11,2.97E-10,14.13656752
57335 /// 729288,0.716451288,-0.089049985,4.436984151,1.71E-05,4.42E-05,1.836843335
729582,0.716438869,-0.057266245,4.827692127,3.26E-06,9.40E-06,3.432411623
27065,0.716356106,-0.122984628,4.368420972,2.27E-05,5.74E-05,1.567527016
54957,0.716063959,-0.063953622,6.640071717,4.89E-10,2.31E-09,12.01198398
2444,0.715426535,0.030997673,4.145498908,5.54E-05,0.00013244,0.714778821
400,0.715042842,-0.048587067,6.652645951,4.57E-10,2.17E-09,12.07729894
5499,0.71495013,-0.028139342,5.200344598,6.15E-07,1.96E-06,5.046151587
79651,0.71449243,0.001963528,4.871472362,2.69E-06,7.86E-06,3.617468134
79871,0.714241847,-0.046253062,8.122486523,1.28E-13,9.17E-13,20.12996038
51010,0.713664554,-0.051894274,8.19533559,8.41E-14,6.14E-13,20.54763833
79187,0.713573181,-0.090606154,5.58393815,1.02E-07,3.60E-07,6.794506926
1155,0.713527551,-0.068871223,5.72488758,5.14E-08,1.89E-07,7.457870074
8458,0.713420479,-0.047381074,8.081028381,1.63E-13,1.15E-12,19.89293356
10277,0.713279599,-0.082185692,5.835753153,2.99E-08,1.13E-07,7.987208779
84273,0.713105316,-0.057324692,5.77757973,3.98E-08,1.48E-07,7.708635193
6839,0.713102706,-0.047375216,5.699810235,5.81E-08,2.12E-07,7.339051553
1457 /// 4780,0.713046489,-0.093313571,4.342773495,2.52E-05,6.34E-05,1.467625782
90780,0.712951497,-0.063139521,9.514626889,3.21E-17,3.42E-16,28.33316708
79665,0.712848892,-0.082803554,5.442720061,1.99E-07,6.74E-07,6.140976544
54732,0.712731595,-0.010437552,6.181210905,5.30E-09,2.21E-08,9.677515296
112703,0.712594049,-0.058932045,6.293617476,2.98E-09,1.28E-08,10.24030268
3623,0.712398527,-0.026031826,3.874554618,0.000156739,0.000347733,-0.273111594
55156,0.712345405,-0.044206477,7.042312534,5.63E-11,2.97E-10,14.13439556
5198,0.712325633,-0.053619245,4.630255432,7.63E-06,2.09E-05,2.613371271
441951,0.712013741,-0.070791444,5.536552975,1.27E-07,4.44E-07,6.573962829
84914,0.711841564,-0.060294084,6.45790488,1.27E-09,5.74E-09,11.07360142
100303755,0.711516261,-0.074621293,6.169484824,5.62E-09,2.34E-08,9.619158608
100506714,0.711454956,-0.035705244,5.862992247,2.61E-08,9.99E-08,8.118263198
64960,0.711190434,-0.061133899,8.526862967,1.21E-14,9.60E-14,22.46653659
80237,0.710999063,-0.032555675,4.243348261,3.76E-05,9.21E-05,1.08472765
7267 /// 286495,0.710981376,-0.046291402,6.821158077,1.86E-10,9.23E-10,12.95916315
138716,0.710795787,-0.053394817,8.229996019,6.87E-14,5.07E-13,20.74688279
100996301,0.710786055,-0.070683022,7.769785001,9.74E-13,6.24E-12,18.12978448
55205,0.71078408,-0.039455351,4.791735842,3.81E-06,1.09E-05,3.281351385
4157,0.71062192,-0.044966064,7.062056324,5.06E-11,2.68E-10,14.24026735
8443,0.710616487,-0.036995457,8.011426238,2.44E-13,1.67E-12,19.49611902
7542,0.710034374,-0.055861285,9.163293975,2.70E-16,2.59E-15,26.22389671
84679,0.709958168,-0.046676904,6.112835928,7.49E-09,3.07E-08,9.338187549
78992,0.709571371,-0.021185366,8.482418794,1.57E-14,1.23E-13,22.20763876
100131262,0.709433744,-0.016852787,3.718609555,0.000278653,0.00059208,-0.816740848
4166,0.709188449,-0.047601008,3.496839679,0.000612966,0.001226212,-1.557439351
163,0.709123936,-0.056446395,5.181088017,6.71E-07,2.13E-06,4.960662597
7916,0.709027156,-0.083463116,5.929568284,1.88E-08,7.33E-08,8.440211389
348938,0.708990269,-0.06737561,5.536317882,1.28E-07,4.45E-07,6.572871777
11226,0.708799081,0.016481442,2.874000533,0.004617105,0.007921088,-3.425042883
23178,0.708562427,0.009298215,4.56488845,1.01E-05,2.70E-05,2.347902727
5700,0.708542326,-0.048228588,7.534607734,3.69E-12,2.21E-11,16.81784997
55738,0.708275127,-0.046896386,6.637331137,4.96E-10,2.35E-09,11.99775761
2960,0.707637034,-0.023953069,5.830923054,3.06E-08,1.16E-07,7.96401071
54522,0.707560555,-0.056948693,7.298447768,1.38E-11,7.71E-11,15.51946912
404550,0.707393128,-0.034884869,4.968304815,1.75E-06,5.27E-06,4.031118903
8367,0.70727159,-0.070182299,6.89885951,1.23E-10,6.23E-10,13.36981182
55009,0.707105351,-0.03650853,6.915566468,1.12E-10,5.72E-10,13.45843116
114044,0.70707335,-0.068835612,7.54244833,3.53E-12,2.12E-11,16.86129117
4709,0.707049776,-0.051892505,8.310111087,4.31E-14,3.25E-13,21.20867828
53831,0.706917091,0.049563623,2.540797625,0.012033776,0.018983848,-4.289211889
3757,0.706663846,-0.136086309,3.659283436,0.000345271,0.000721094,-1.018651208
84984,0.70656147,-0.05773717,3.752654526,0.00024612,0.000527669,-0.69964507
5439 /// 246721 /// 548644 /// 100134938,0.70622837,-0.064979025,4.92888685,2.09E-06,6.20E-06,3.862014626
79001,0.706222104,-0.035129125,5.878088815,2.42E-08,9.30E-08,8.19106452
26151,0.706053703,-0.056596959,7.509362689,4.25E-12,2.52E-11,16.67812164
84705,0.705676456,-0.074105735,9.760815923,7.14E-18,8.24E-17,29.82367038
51427,0.705635406,-0.073609411,7.880096963,5.19E-13,3.43E-12,18.75130716
3093,0.7056027,-0.029422187,8.777606933,2.73E-15,2.33E-14,23.93612757
221710,0.705452663,-0.122750137,5.860585392,2.64E-08,1.01E-07,8.106667478
8971,0.705419959,-0.045278096,3.989085048,0.000101612,0.000232316,0.137850026
147700,0.705416516,-0.091179378,8.152651862,1.08E-13,7.76E-13,20.30273125
2997,0.705351361,-0.027830025,5.672737355,6.62E-08,2.40E-07,7.211161736
9519,0.705232934,-0.078318911,5.115388258,9.05E-07,2.82E-06,4.670681622
25913,0.7052119,-0.033438344,5.613043926,8.83E-08,3.16E-07,6.930594289
81875,0.704959005,-0.042537067,7.780248654,9.18E-13,5.90E-12,18.18857474
4064,0.704595328,0.065239681,3.086658521,0.002394858,0.004310389,-2.823572677
127687,0.704231107,-0.049022731,6.218932269,4.37E-09,1.84E-08,9.865695848
57157,0.704122973,-0.075794676,9.572185237,2.26E-17,2.46E-16,28.68077778
9657,0.703371884,-0.039883361,5.160408461,7.38E-07,2.32E-06,4.869105836
81608,0.703325417,-0.093535475,6.126261182,7.00E-09,2.88E-08,9.404631943
84058,0.703036561,-0.073484662,3.475683278,0.000659612,0.00131161,-1.626076172
10190,0.702820707,-0.031774192,7.083720413,4.49E-11,2.40E-10,14.35661164
9094,0.702797161,-0.052642464,6.924810607,1.07E-10,5.46E-10,13.50751399
24140,0.702749909,-0.024302993,7.271124719,1.60E-11,8.92E-11,15.3705421
80227,0.702545107,-0.076642621,8.620011762,6.96E-15,5.65E-14,23.01072925
79850,0.70213976,-0.031289563,4.02537235,8.84E-05,0.000204452,0.270094293
54820,0.702126361,-0.047397724,7.896414581,4.73E-13,3.14E-12,18.84356544
28974,0.701998288,-0.064865438,8.129028354,1.24E-13,8.85E-13,20.16740657
22994,0.701965756,-0.057798281,6.698755152,3.58E-10,1.72E-09,12.31739336
1798,0.70189353,-0.033299855,6.466293349,1.22E-09,5.50E-09,11.1164845
5707,0.701777949,-0.079366425,7.954969706,3.38E-13,2.28E-12,19.17529883
55149,0.701708495,-0.037958141,7.469742526,5.31E-12,3.12E-11,16.45927203
26973,0.701682537,-0.067383274,6.816165198,1.91E-10,9.47E-10,12.93286151
3704,0.701552776,-0.045005292,7.991028783,2.74E-13,1.87E-12,19.38009889
55326,0.701510247,-0.066098011,5.044484095,1.25E-06,3.82E-06,4.360693795
7067 /// 9572,0.701020312,-0.054785189,5.689986018,6.09E-08,2.22E-07,7.292596677
145407,0.700651653,-0.059437919,8.559882183,9.93E-15,7.95E-14,22.65919869
55365,0.700503119,0.012089384,2.732755018,0.007003832,0.01158866,-3.80317698
55171,0.700262814,-0.079527005,4.29688339,3.03E-05,7.53E-05,1.290029028
27089,0.700141781,-0.02532863,7.799657774,8.22E-13,5.31E-12,18.29771727
51450,0.700124291,-0.044740658,5.948026696,1.71E-08,6.71E-08,8.529879612
1280,0.700088332,-0.132684825,3.533160434,0.000540035,0.001090287,-1.438776362
399972,0.699921036,-0.018065877,4.305172,2.93E-05,7.31E-05,1.321996489
80139,0.699730804,-0.08783095,2.978562902,0.003357977,0.005893564,-3.134089805
550,0.699723508,-0.029766655,7.574154962,2.95E-12,1.79E-11,17.03717667
7072,0.699718884,-0.078860863,5.72176786,5.22E-08,1.92E-07,7.443070033
79412,0.699671133,-0.063250311,7.371428246,9.19E-12,5.24E-11,15.91859076
55222,0.69937801,-0.039091343,5.740870279,4.76E-08,1.76E-07,7.5337749
30848,0.699015516,-0.119802203,4.154226202,5.35E-05,0.000128237,0.747494969
633,0.698840741,0.001344854,3.442636126,0.000739192,0.001456199,-1.732575417
349160 /// 574443,0.69873669,-0.082621105,5.277183363,4.31E-07,1.40E-06,5.389488612
83444,0.698714525,-0.068393381,7.305310143,1.33E-11,7.44E-11,15.5569162
51126,0.698711766,-0.070054678,5.917106884,2.00E-08,7.76E-08,8.37977529
83787,0.698670204,-0.031973005,7.363612331,9.60E-12,5.47E-11,15.87575442
6689,0.698462234,-0.002085226,3.768913465,0.000231885,0.000499351,-0.64340922
80352,0.69845001,0.002892793,4.245484898,3.73E-05,9.13E-05,1.092882385
8263 /// 474383 /// 474384,0.698217821,-0.026882542,5.234579752,5.25E-07,1.69E-06,5.198688046
78999,0.698158567,-0.053737583,8.669718491,5.18E-15,4.26E-14,23.30198054
11047,0.697672737,-0.055681847,5.568942268,1.09E-07,3.86E-07,6.724575967
54442,0.697380292,-0.057164822,6.808065441,2.00E-10,9.87E-10,12.89021549
57647,0.697263046,-0.046781617,7.629312373,2.16E-12,1.33E-11,17.34395786
131096,0.696317363,-0.113917414,5.219836869,5.62E-07,1.80E-06,5.132914205
10900,0.695903033,-0.114248094,5.293283535,4.00E-07,1.31E-06,5.461873998
7474,0.695528678,-0.054433666,2.209637272,0.028583083,0.041855918,-5.05057928
100289361,0.695231243,-0.066821589,5.489131704,1.60E-07,5.49E-07,6.354515193
101927612,0.695192752,-0.05851973,6.285815065,3.10E-09,1.33E-08,10.20104243
27044,0.694912343,-0.030451178,7.965133897,3.18E-13,2.16E-12,19.23298771
6921,0.694845697,-0.060699399,5.265998109,4.54E-07,1.47E-06,5.339290832
64837,0.694478395,-0.073312278,5.699611823,5.81E-08,2.13E-07,7.33811282
6757 /// 727837,0.693706996,-0.066806985,5.350309483,3.07E-07,1.02E-06,5.719488037
10054,0.693435657,-0.077276727,5.887613177,2.31E-08,8.90E-08,8.237055897
5042,0.693210194,-0.036574214,7.335282317,1.12E-11,6.35E-11,15.72067173
8882,0.692844218,-0.042659337,6.210266623,4.57E-09,1.92E-08,9.822404418
56133,0.692803925,-0.066996871,2.972810401,0.003418069,0.005988175,-3.15033828
80742,0.692701611,-0.087725021,5.268650681,4.49E-07,1.46E-06,5.351188469
5608,0.692017558,-0.06409944,6.448552945,1.34E-09,6.01E-09,11.02583085
10456,0.691694918,-0.052441056,8.832715841,1.96E-15,1.70E-14,24.26106885
10336,0.691565525,-0.032407936,6.897815963,1.23E-10,6.26E-10,13.36428027
646903,0.691365792,-0.113384627,4.954379409,1.87E-06,5.58E-06,3.97126646
3381,0.69131701,-0.078675165,3.537601997,0.000531699,0.001075243,-1.424193692
653308,0.690517396,-0.070729514,6.984116336,7.73E-11,4.02E-10,13.82322548
5396,0.6899345,0.032726977,2.878804615,0.004550889,0.007814843,-3.411879629
153218,0.689654949,-0.018241985,3.754242199,0.000244695,0.000524818,-0.694162614
2045,0.689618444,-0.112773455,4.240956527,3.80E-05,9.29E-05,1.075603161
25917,0.689306689,-0.01106002,8.037013471,2.10E-13,1.46E-12,19.64183201
64795,0.689289353,-0.081865296,6.238547192,3.95E-09,1.68E-08,9.963821224
655,0.689263324,-0.121181347,5.574880635,1.06E-07,3.75E-07,6.752253614
89890,0.689188866,-0.093883107,3.886823995,0.000149693,0.000333483,-0.22955646
65010 /// 102465495,0.689152849,-0.041391771,6.042531846,1.07E-08,4.30E-08,8.991703691
54101,0.688987281,-0.051623363,4.629638884,7.65E-06,2.09E-05,2.61085395
10732,0.688958646,-0.091761971,4.731862658,4.94E-06,1.39E-05,3.031677516
3775,0.6888698,0.038301022,3.587668155,0.000445737,0.000914506,-1.258738507
978,0.688832834,-0.010204119,2.692419117,0.007866359,0.012876558,-3.907987938
101929759,0.688716649,-0.076313603,4.935644094,2.03E-06,6.03E-06,3.890933684
100379345,0.688572361,-0.085985136,3.289531573,0.001239868,0.002348664,-2.214510791
5570,0.688430348,-0.042914875,2.812514537,0.00554594,0.009346759,-3.591765737
55964,0.688259754,-0.091474074,4.86355911,2.79E-06,8.12E-06,3.583928116
136051,0.687897043,-0.055611321,6.517841927,9.30E-10,4.26E-09,11.3807102
93323,0.687484445,-0.058688352,6.065613741,9.51E-09,3.85E-08,9.105186915
27067,0.6872091,-0.093368887,5.991314096,1.38E-08,5.48E-08,8.740850025
9289,0.687158794,-0.026398783,4.373552224,2.22E-05,5.63E-05,1.587569339
8192,0.68694029,-0.052516757,7.205235061,2.31E-11,1.26E-10,15.01254101
50632,0.686835607,-0.103047896,4.197028686,4.52E-05,0.000109509,0.908745262
51318,0.686681547,-0.093169393,6.675183125,4.06E-10,1.94E-09,12.19453693
3691,0.686547974,-0.030046591,6.981676369,7.83E-11,4.07E-10,13.81020857
4191,0.686391903,-0.041549528,7.041120464,5.67E-11,2.99E-10,14.12800823
10467,0.686304923,-0.031966405,6.448800084,1.33E-09,6.00E-09,11.02709275
4207 /// 729991 /// 100271849,0.686287323,-0.043448114,6.538265674,8.36E-10,3.85E-09,11.48572915
7913,0.686275666,-0.060185542,5.874984439,2.46E-08,9.44E-08,8.17608431
5296,0.686142047,-0.061311648,9.585523636,2.09E-17,2.28E-16,28.76140944
137682 /// 100506538,0.686055382,-0.036634848,6.160465877,5.88E-09,2.44E-08,9.574320166
84627,0.685797432,-0.028477905,5.812809144,3.34E-08,1.26E-07,7.877122847
79968,0.68566817,-0.069311326,7.286754478,1.47E-11,8.21E-11,15.45570009
79072,0.68554188,-0.043032967,5.421474996,2.20E-07,7.41E-07,6.043640041
9355,0.685541873,-0.073156677,5.759865814,4.34E-08,1.61E-07,7.624167182
8190,0.685260474,-0.097937251,4.02372909,8.90E-05,0.000205568,0.264084616
121227,0.685139017,-0.02019555,3.230716679,0.001505384,0.002811704,-2.394578845
221927,0.685009548,-0.048648702,5.46791583,1.77E-07,6.03E-07,6.25674903
1196,0.684862767,-0.059069401,6.886676554,1.31E-10,6.63E-10,13.30526115
4935,0.684554528,-0.045795757,4.613366928,8.20E-06,2.23E-05,2.544508685
2966 /// 653238 /// 728340,0.684519412,-0.058401706,3.425691682,0.000783406,0.001535167,-1.786842545
51605,0.684336232,-0.080945673,4.398641385,2.01E-05,5.13E-05,1.68583026
7024,0.684262327,-0.073898512,6.1865361,5.15E-09,2.15E-08,9.704039134
6132,0.684152405,-0.033768307,6.688567459,3.78E-10,1.81E-09,12.26426612
80728,0.684148411,-0.066598636,8.504864901,1.37E-14,1.09E-13,22.33833098
4736 /// 102465668,0.683730581,-0.04788255,8.282266761,5.07E-14,3.80E-13,21.04798241
